"","ThisWeek","LastWeek","Title","Studio","WeeklyGross","PctChange","TheatreCount","TheatreChange","Average","TotalGross","Budget","WeekNum","calYear","calWeek"
"243","107","120","Bicycling with Moliere","Strand","$1,600","+25.8%","2","-","$6,400","$64,900","-","11",2014,27
"244","108","101","The Pleasures of Being Out of Step","FRun","$1,400","-70.1%","1","-","$11,700","$12,000","-","7",2014,27
"245","109","111","Half of a Yellow Sun","Mont.","$1,400","-35.2%","3","-4","$3,700","$45,400","-","8",2014,27
"246","110","-","Accident","Rialto","$1,200","-","1","-","$9,900","$19,300","-","6",2014,27
"247","111","97","Exhibition","KL","$1,200","-81.8%","1","-","$9,800","$14,900","-","3",2014,27
"248","112","122","Godzilla: The Japanese Original","Rialto","$1,000","-1.4%","1","-","$8,500","$166,400","-","12",2014,27
"249","113","94","Walking the Camino: Six Ways to Santiago","FEF","$1,000","-87.5%","1","-3","$8,400","$416,900","-","44",2014,27
"250","114","105","Nothing Bad Can Happen","Drft.","$900","-79.9%","3","-5","$2,400","$5,300","-","2",2014,27
"251","115","130","T-Rex: Back to the Cretaceous (IMAX)","Imax","$600","+49.4%","1","-","$4,600","$61,178,500","-","620",2014,27
"252","116","-","More Than Honey","KL","$400","-","1","-","$3,400","$91,500","-","25",2014,27
"253","117","115","For No Good Reason","SPC","$300","-81.2%","1","-4","$2,400","$71,600","-","11",2014,27
"254","118","N","The Girl on the Train (2014)","Mont.","$300","-","1","-","$2,200","$300","-","1",2014,27
"255","119","129","The Jewish Cardinal","FM","$200","-45.2%","1","-","$1,900","$149,700","-","26",2014,27
"256","120","132","Galapagos (IMAX)","Imax","$100","-62.9%","2","-","$200","$20,972,100","-","767",2014,27
"257","1","N","Dawn of the Planet of the Apes","Fox","$118,115,500","-","3,967","-","$240,600","$118,115,500","$170","1",2014,28
"258","2","1","Transformers: Age of Extinction","Par.","$28,252,400","-54.6%","3,913","-320","$58,300","$249,139,200","$210","3",2014,28
"259","3","2","Tammy","WB (NL)","$22,032,900","-41.3%","3,465","-","$51,400","$73,022,000","$20","2",2014,28
"260","4","4","How to Train Your Dragon 2","Fox","$12,239,800","-28.6%","2,885","-412","$34,300","$179,975,600","$145","5",2014,28
"261","5","3","22 Jump Street","Sony","$12,101,400","-33.2%","2,811","-513","$34,800","$201,701,800","$50","5",2014,28
"262","6","6","Earth to Echo","Rela.","$11,038,800","-30.8%","3,230","-","$27,600","$32,949,000","$13","2",2014,28
"263","7","5","Deliver Us From Evil","SGem","$8,469,100","-50.1%","3,049","-","$22,400","$31,760,900","$30","2",2014,28
"264","8","7","Maleficent","BV","$8,306,800","-28.1%","2,077","-312","$32,300","$258,212,200","$180","7",2014,28
"265","9","15","Begin Again","Wein.","$5,019,200","+141.4%","939","+764","$43,200","$7,716,200","-","3",2014,28
"266","10","8","Jersey Boys","WB","$4,634,000","-47.3%","1,968","-662","$19,000","$49,601,100","$40","4",2014,28
"267","11","12","America (2014)","LGF","$4,503,900","-12.7%","1,105","-","$32,900","$11,178,700","-","3",2014,28
"268","12","9","Think Like a Man Too","SGem","$3,967,400","-51.3%","1,231","-498","$26,000","$72,122,800","$24","4",2014,28
"269","13","10","Edge of Tomorrow","WB","$3,246,300","-48.2%","1,103","-435","$23,800","$109,581,800","$178","6",2014,28
"270","14","11","The Fault in our Stars","Fox","$3,051,300","-43.7%","1,002","-863","$24,600","$138,571,700","$12","6",2014,28
"271","15","14","Chef","ORF","$2,289,200","-18.7%","701","+15","$26,400","$28,465,400","-","10",2014,28
"272","16","13","X-Men: Days of Future Past","Fox","$1,878,800","-43.9%","655","-389","$23,200","$263,615,200","$200","8",2014,28
"273","17","16","Snowpiercer","RTWC","$1,148,800","-33.2%","356","+106","$26,100","$3,443,500","-","3",2014,28
"274","18","18","Rio 2","Fox","$804,400","-4.2%","285","-26","$22,800","$149,072,600","$103","14",2014,28
"275","19","N","Boyhood","IFC","$705,800","-","5","-","$1,140,500","$705,800","$4","1",2014,28
"276","20","17","The Amazing Spider-Man 2","Sony","$681,800","-23.3%","275","-14","$20,000","$231,574,600","-","11",2014,28
"277","21","23","Blended","WB","$650,000","+8.0%","335","+30","$15,700","$51,555,300","$40","8",2014,28
"278","22","19","Neighbors","Uni.","$644,300","-14.5%","267","-48","$19,500","$170,760,800","$18","10",2014,28
"279","23","20","Godzilla (2014)","WB","$454,100","-36.7%","303","-49","$12,100","$227,740,000","$160","9",2014,28
"280","24","26","Island of Lemurs: Madagascar (IMAX)","WB","$424,500","+6.9%","41","-","$83,700","$5,115,900","-","15",2014,28
"281","25","22","Captain America: The Winter Soldier","BV","$419,000","-31.7%","215","-36","$15,700","$296,467,900","$170","15",2014,28
"282","26","37","Third Person","SPC","$408,000","+142.6%","227","+193","$14,500","$773,400","-","4",2014,28
"283","27","21","Obvious Child","A24","$387,100","-42.0%","134","-68","$23,300","$2,825,600","-","6",2014,28
"284","28","31","Million Dollar Arm","BV","$376,500","+17.5%","224","+61","$13,600","$41,056,200","$25","9",2014,28
"285","29","24","A Million Ways to Die in the West","Uni.","$365,500","-24.0%","188","-39","$15,700","$49,012,800","$40","7",2014,28
"286","30","28","Heaven is for Real","TriS","$307,200","-20.0%","173","-13","$14,300","$104,347,500","$12","13",2014,28
"287","31","27","Ida","MBox","$279,800","-28.3%","93","-12","$24,300","$3,689,700","-","11",2014,28
"288","32","30","The Grand Seduction","EOne","$259,500","-19.2%","92","+1","$22,800","$3,225,800","-","8",2014,28
"289","33","29","Belle","FoxS","$259,300","-25.2%","107","-16","$19,600","$11,860,200","-","11",2014,28
"290","34","33","Life Itself","Magn.","$255,000","+18.6%","66","+43","$31,200","$470,100","-","2",2014,28
"291","35","39","The LEGO Movie","WB","$212,700","+37.3%","350","+110","$4,900","$295,358,000","$60","23",2014,28
"292","36","40","Journey to the South Pacific","Imax","$152,500","+1.2%","18","-","$68,500","$4,310,500","-","33",2014,28
"293","37","41","Hubble 3D","WB","$142,200","-1.2%","13","+1","$88,400","$51,460,600","-","226",2014,28
"294","38","25","A Hard Day's Night (2014 re-release)","Jan.","$135,900","-67.3%","62","-74","$17,700","$551,300","-","2",2014,28
"295","39","36","The Grand Budapest Hotel","FoxS","$127,500","-29.2%","63","-9","$16,300","$67,563,900","$25","19",2014,28
"296","40","34","The Other Woman (2014)","Fox","$124,000","-36.6%","96","-46","$10,400","$96,124,900","$40","12",2014,28
"297","41","38","Words and Pictures","RAtt.","$89,600","-45.7%","40","-21","$18,100","$2,314,100","-","8",2014,28
"298","42","42","Mr. Peabody & Sherman","Fox","$86,600","-26.5%","78","-33","$9,000","$127,654,900","$145","19",2014,28
"299","43","45","Space Station 3-D (IMAX)","Imax","$83,600","+12.6%","4","+2","$168,800","$104,579,800","-","639",2014,28
"300","44","50","Venus in Fur","IFC","$77,200","+47.5%","19","+7","$32,800","$223,900","-","4",2014,28
"301","45","44","Yves Saint Laurent","Wein.","$64,700","-23.7%","14","+4","$37,300","$212,000","-","3",2014,28
"302","46","46","Jerusalem","NGE","$61,100","-15.8%","14","+3","$35,300","$5,397,400","-","44",2014,28
"303","47","N","Land Ho!","SPC","$57,200","-","4","-","$115,400","$57,200","-","1",2014,28
"304","48","47","Le Chef","Cohen","$56,100","-22.5%","12","-6","$37,800","$215,300","-","4",2014,28
"305","49","113","Walking the Camino: Six Ways to Santiago","FEF","$37,400","+3,505.7%","4","+3","$75,600","$454,300","-","45",2014,28
"306","50","75","Code Black","Long Shot","$35,900","+176.0%","7","+6","$41,400","$99,800","-","4",2014,28
"307","51","51","Under the Sea 3D","WB","$32,900","-3.7%","6","-1","$44,300","$37,553,000","-","283",2014,28
"308","52","54","A Coffee in Berlin","MBox","$32,100","+14.1%","11","-","$23,600","$137,800","-","5",2014,28
"309","53","49","The Breakup Guru","CL","$27,900","-58.1%","6","-4","$37,600","$222,200","-","3",2014,28
"310","54","52","Only Lovers Left Alive","SPC","$27,100","-7.5%","12","-","$18,300","$2,065,600","$7","14",2014,28
"311","55","48","God's Not Dead","Free","$23,900","-66.7%","25","-65","$7,700","$69,675,800","$2","17",2014,28
"312","56","56","A Summer's Tale","BWP","$22,600","-15.5%","6","+2","$30,500","$97,900","-","4",2014,28
"313","57","61","The Rover","A24","$20,900","-3.0%","12","-9","$14,100","$1,206,500","$12","5",2014,28
"314","58","53","Bears","BV","$20,500","-29.2%","22","-9","$7,500","$20,398,800","-","13",2014,28
"315","59","86","Coherence","Osci.","$19,300","+187.0%","6","+3","$26,000","$68,900","-","4",2014,28
"316","60","62","Under the Skin (2014)","A24","$18,900","-5.1%","9","-3","$16,900","$2,951,100","$13.3","15",2014,28
"317","61","57","The Dance of Reality","Abk.","$18,300","-27.4%","8","-4","$18,500","$286,300","-","8",2014,28
"318","62","67","Fed Up","RTWC","$16,800","+5.3%","20","+4","$6,800","$1,732,300","-","10",2014,28
"319","63","55","Whitey: USA v. James J. Bulger","Magn.","$16,700","-39.8%","9","+1","$15,000","$69,300","-","3",2014,28
"320","64","68","50 to 1","10F","$16,300","+1.9%","7","-1","$18,800","$923,200","-","17",2014,28
"321","65","63","Locke","A24","$15,500","-14.7%","10","-1","$12,500","$1,531,000","-","12",2014,28
"322","66","58","Fading Gigolo","MNE","$14,500","-40.4%","10","-2","$11,700","$4,325,100","-","13",2014,28
"323","67","89","Ivory Tower","Gold.","$12,900","+120.6%","5","+2","$20,800","$119,900","-","5",2014,28
"324","68","60","Muppets Most Wanted","BV","$11,600","-50.7%","23","-18","$4,100","$58,721,200","$50","17",2014,28
"325","69","100","The Last Sentence","MBox","$11,200","+272.0%","6","+4","$15,000","$48,500","-","4",2014,28
"326","70","73","Citizen Koch","Vari.","$10,900","-25.5%","9","-3","$9,800","$167,500","-","6",2014,28
"327","71","99","Closed Curtain","Vari.","$10,200","+235.7%","1","-","$82,600","$13,300","-","1",2014,28
"328","72","70","Chinese Puzzle","Cohen","$10,200","-33.4%","10","-","$8,200","$388,400","-","9",2014,28
"329","73","77","Finding Vivian Maier","IFC","$9,700","-20.8%","8","+1","$9,800","$1,701,300","-","16",2014,28
"330","74","84","The Double (2014)","Magn.","$9,200","+1.1%","7","-","$10,700","$209,700","-","10",2014,28
"331","75","72","Korengal","Sab.","$9,200","-37.6%","9","-","$8,300","$92,900","-","7",2014,28
"332","76","109","Half of a Yellow Sun","Mont.","$9,000","+559.7%","5","+2","$14,600","$54,500","-","9",2014,28
"333","77","74","The Signal (2014)","Focus","$8,700","-36.4%","15","-20","$4,700","$689,400","-","5",2014,28
"334","78","76","The Lunchbox","SPC","$8,500","-31.6%","10","+5","$6,900","$4,805,500","-","20",2014,28
"335","79","80","Frozen","BV","$8,200","-25.8%","9","-3","$7,400","$459,757,600","$150","34",2014,28
"336","80","85","Walking with the Enemy","LS","$7,800","+15.4%","9","-3","$7,000","$1,014,700","-","12",2014,28
"337","81","69","The Railway Man","Wein.","$7,600","-50.7%","11","-3","$5,600","$5,092,100","-","14",2014,28
"338","82","79","Born to Be Wild (IMAX)","WB","$6,000","-46.1%","4","-3","$12,100","$27,121,700","-","171",2014,28
"339","83","91","We Are The Best!","Magn.","$5,900","+16.4%","10","-2","$4,700","$186,100","-","7",2014,28
"340","84","83","Hellion","IFC","$5,500","-42.5%","9","+2","$5,000","$55,500","-","5",2014,28
"341","85","93","To the Arctic (IMAX)","WB","$5,200","+8.5%","1","-","$41,700","$16,171,300","-","117",2014,28
"342","86","92","Redwood Highway","Mont.","$5,100","+3.9%","2","-","$20,700","$138,800","-","14",2014,28
"343","87","81","Gore Vidal: United States of Amnesia","IFC","$4,400","-57.5%","6","-","$5,900","$155,500","-","8",2014,28
"344","88","95","Palo Alto","Trib.","$4,200","+3.0%","5","+1","$6,800","$871,600","-","10",2014,28
"345","89","-","For a Woman","FM","$3,900","-","1","-","$31,600","$33,200","-","10",2014,28
"346","90","78","Borgman","Drft.","$3,700","-66.5%","6","-5","$5,100","$61,400","-","6",2014,28
"347","91","87","Lucky Them","IFC","$3,700","-44.1%","4","-","$7,500","$44,900","-","7",2014,28
"348","92","65","Night Moves","Cdgm.","$3,700","-78.2%","6","-5","$5,000","$286,100","-","7",2014,28
"349","93","64","Legends of Oz: Dorothy's Return","CE","$3,500","-80.3%","10","-13","$2,800","$9,703,800","$70","10",2014,28
"350","94","-","Penton: The John Penton Story","Gathr","$3,500","-76.8%","3","-4","$9,300","$44,300","-","3",2014,28
"351","95","96","Siddharth","Zeit.","$3,300","-10.9%","1","-","$26,700","$16,700","-","3",2014,28
"352","96","-","Sol LeWitt","Icar.","$3,100","-","1","-","$25,300","$11,700","-","10",2014,28
"353","97","71","Under the Electric Sky","Focus","$3,100","-79.8%","1","-8","$24,800","$227,500","-","7",2014,28
"354","98","N","Empty Hours","Strand","$3,000","-","1","-","$24,500","$3,000","-","1",2014,28
"355","99","90","Ilo Ilo","FM","$2,800","-49.3%","2","-","$11,400","$64,400","-","15",2014,28
"356","100","N","A Long Way Down","Magn.","$2,800","-","1","-","$22,500","$2,800","-","1",2014,28
"357","101","66","Supermensch: The Legend of Shep Gordon","RTWC","$2,800","-83.0%","6","-6","$3,700","$232,800","-","6",2014,28
"358","102","94","Cold in July","IFC","$2,600","-39.9%","5","-1","$4,200","$479,500","-","8",2014,28
"359","103","104","Marius","KL","$2,600","+21.9%","2","+1","$10,500","$4,700","-","2",2014,28
"360","104","117","For No Good Reason","SPC","$2,500","+749.2%","3","+2","$6,800","$74,200","-","12",2014,28
"361","105","-","Kids For Cash","Pala.","$1,700","-","1","-","$14,000","$164,300","-","16",2014,28
"362","106","-","Tosca's Kiss (2014 re-release)","Icar.","$1,700","-","1","-","$13,900","$3,300","-","6",2014,28
"363","107","102","The Hornet's Nest","Free","$1,200","-54.1%","2","+1","$5,000","$356,500","-","10",2014,28
"364","108","82","The Internet's Own Boy","FB/Part.","$1,200","-88.1%","2","-2","$4,800","$54,900","-","3",2014,28
"365","110","106","Deep Sea 3D (IMAX)","WB","$1,100","-43.5%","2","+1","$4,500","$52,879,200","-","437",2014,28
"366","109","101","Filth","Magn.","$1,100","-58.7%","2","-1","$4,500","$39,100","-","7",2014,28
"367","111","107","Bicycling with Moliere","Strand","$1,100","-30.7%","1","-1","$8,900","$66,000","-","12",2014,28
"368","112","97","Jodorowsky's Dune","SPC","$1,100","-69.9%","2","-1","$4,400","$739,300","-","17",2014,28
"369","113","112","Godzilla: The Japanese Original","Rialto","$1,100","+1.8%","1","-","$8,600","$167,500","-","13",2014,28
"370","114","-","Horses of God","KL","$900","-","1","-","$7,500","$13,600","-","5",2014,28
"371","115","115","T-Rex: Back to the Cretaceous (IMAX)","Imax","$900","+60.2%","1","-","$7,300","$61,179,400","-","622",2014,28
"372","116","98","The Discoverers","Quad","$800","-76.6%","2","-","$3,400","$38,500","-","9",2014,28
"373","117","-","Short Peace","Elev.","$700","-","1","-","$5,300","$26,200","-","11",2014,28
"374","118","88","Ai Weiwei: The Fake Case","ICir","$600","-89.2%","2","-1","$2,500","$50,900","-","9",2014,28
"375","119","-","Sweet Dreams (2013)","ICir","$400","-","1","-","$3,100","$67,900","-","34",2014,28
"376","120","-","Afternoon of a Faun","KL","$400","-","1","-","$3,000","$196,900","-","22",2014,28
"377","121","114","Nothing Bad Can Happen","Drft.","$300","-66.8%","2","-1","$1,200","$5,600","-","3",2014,28
"378","122","-","A Long Way Off","MVE","$300","-","0","-","n/a","$31,500","$0.5","9",2014,28
"379","123","-","Who is Dayani Cristal?","KL","$300","-","1","-","$2,100","$18,500","-","9",2014,28
"380","124","119","The Jewish Cardinal","FM","$200","-4.3%","1","-","$1,800","$149,900","-","27",2014,28
"381","125","120","Galapagos (IMAX)","Imax","$200","+207.7%","1","-1","$1,500","$20,972,300","-","768",2014,28
"382","126","105","The Amazing Catfish","Strand","$100","-93.5%","1","-1","$1,100","$13,000","-","5",2014,28
"383","127","-","Evergreen: The Road to Legalization","FRun","n/a","-","1","-","$300","$1,900","-","5",2014,28
"384","1","1","Dawn of the Planet of the Apes","Fox","$60,502,600","-48.8%","3,969","+2","$123,200","$178,618,000","$170","2",2014,29
"385","2","N","The Purge: Anarchy","Uni.","$47,469,900","-","2,805","-","$136,700","$47,469,900","$9","1",2014,29
"386","3","N","Planes: Fire & Rescue","BV","$29,620,200","-","3,826","-","$62,600","$29,620,200","$50","1",2014,29
"387","4","N","Sex Tape","Sony","$23,979,900","-","3,062","-","$63,300","$23,979,900","$40","1",2014,29
"388","5","2","Transformers: Age of Extinction","Par.","$16,745,200","-40.7%","3,224","-689","$42,000","$265,884,300","$210","4",2014,29
"389","6","3","Tammy","WB (NL)","$12,733,600","-42.2%","3,402","-63","$30,200","$85,755,600","$20","3",2014,29
"390","7","5","22 Jump Street","Sony","$8,426,700","-30.4%","2,229","-582","$30,500","$210,128,500","$50","6",2014,29
"391","8","4","How to Train Your Dragon 2","Fox","$7,521,500","-38.5%","2,169","-716","$28,000","$187,498,200","$145","6",2014,29
"392","9","6","Earth to Echo","Rela.","$6,224,100","-43.6%","2,450","-780","$20,500","$39,173,200","$13","3",2014,29
"393","10","8","Maleficent","BV","$6,050,700","-27.2%","1,541","-536","$31,700","$264,262,900","$180","8",2014,29
"394","11","9","Begin Again","Wein.","$4,600,900","-8.3%","1,302","+363","$28,600","$12,317,100","-","4",2014,29
"395","12","11","America (2014)","LGF","$2,977,000","-33.9%","1,030","-75","$23,400","$14,155,800","-","4",2014,29
"396","13","7","Deliver Us From Evil","SGem","$2,675,800","-68.4%","1,491","-1,558","$14,500","$34,436,800","$30","3",2014,29
"397","14","10","Jersey Boys","WB","$2,184,500","-52.9%","1,003","-965","$17,600","$51,785,600","$40","5",2014,29
"398","15","19","Boyhood","IFC","$2,048,600","+190.3%","34","+29","$486,900","$2,754,400","$4","2",2014,29
"399","16","15","Chef","ORF","$1,936,200","-15.4%","552","-149","$28,300","$30,401,600","-","11",2014,29
"400","17","13","Edge of Tomorrow","WB","$1,915,300","-41.0%","602","-501","$25,700","$111,497,100","$178","7",2014,29
"401","18","12","Think Like a Man Too","SGem","$1,738,900","-56.2%","628","-603","$22,400","$73,861,700","$24","5",2014,29
"402","19","14","The Fault in our Stars","Fox","$1,649,500","-45.9%","557","-445","$23,900","$140,221,200","$12","7",2014,29
"403","20","N","Persecuted","MNE","$1,456,000","-","736","-","$16,000","$1,456,000","-","1",2014,29
"404","21","16","X-Men: Days of Future Past","Fox","$1,265,600","-32.6%","387","-268","$26,400","$264,880,900","$200","9",2014,29
"405","22","23","Godzilla (2014)","WB","$932,100","+105.2%","326","+23","$23,100","$228,672,100","$160","10",2014,29
"406","23","N","Wish I Was Here","Focus","$832,100","-","68","-","$98,900","$832,100","-","1",2014,29
"407","24","17","Snowpiercer","RTWC","$803,100","-30.1%","211","-145","$30,800","$4,246,600","-","4",2014,29
"408","25","18","Rio 2","Fox","$597,900","-25.7%","256","-29","$18,900","$149,670,500","$103","15",2014,29
