"Title","Studio","calWeeklyGross","totTheatreCount","totGross","totBudget","WeeksOn","startYear","startWeek"
"The Forest","Focus",28733100,8042,28733000,"    1000000","9",2016,2
"The Fortress","CJ",173700,54,242700,"         NA","4",2017,42
"The Founder","Wein.",13407100,4403,13347800,"         NA","9",2017,2
"The Free Speech Apocalypse","PMD",2600,5,2600,"         NA","-",2015,44
"The Freedom to Marry","Argo.",17400,13,17200,"         NA","7",2017,9
"The Fuzz","Indic.",6400,6,6300,"         NA","4",2017,29
"The Gallows","WB (NL)",25578900,7593,25578900,"      10000","9",2015,28
"The Gambler","Par.",38327300,10238,38451100,"    2500000","8",2014,51
"The Gardener","Grav.",30900,3,52700,"         NA","9",2018,13
"The Ghosts of Johnson Woods","DWOES",1100,2,1100,"         NA","1",2016,49
"The Ghoul","Arrow",NA,8,2100,"         NA","4",2017,31
"The Gift (2015)","STX",49188000,13264,48950100,"     500000","9",2015,32
"The Girl in the Book","Free",8800,10,8800,"         NA","1",2015,50
"The Girl on the Train (2014)","Mont.",3300,7,3500,"         NA","8",2014,27
"The Girl on the Train (2016)","Uni.",79512000,15859,79512200,"    4500000","9",2016,41
"The Girl Without Hands","GK",22200,30,22100,"         NA","9",2017,29
"The Giver","Wein.",51680300,17207,50360000,"    2500000","9",2014,33
"The Glass Castle","LGF",17925700,7783,17748200,"         NA","9",2017,32
"The Golden Era","CL",114900,32,117500,"         NA","8",2014,42
"The Good Dinosaur","BV",131334800,25988,132935900,"         NA","9",2015,47
"The Good Lie","WB",3041200,1369,3107700,"         NA","9",2014,40
"The Gospel According to Andr<e9>","Magn.",395900,163,396000,"         NA","9",2018,21
"The Grace of Jake","Indic.",22400,16,23900,"         NA","9",2017,5
"The Grand Budapest Hotel","FoxS",996900,790,67776600,"    2500000","51",2014,26
"The Grand Seduction","EOne",1721900,633,3935200,"         NA","9",2014,26
"The Greasy Strangler","FR",48300,20,47500,"         NA","9",2016,41
"The Great Invisible","RTWC",12700,11,12800,"         NA","2",2014,43
"The Great Man","Distrib.",8800,3,8800,"         NA","3",2015,33
"The Great Silence (2018 re-release)","FM",49500,31,50200,"         NA","8",2018,13
"The Great Wall","Uni.",47749800,11695,47250400,"   15000000","9",2017,7
"The Greatest Showman","Fox",176289400,35242,173427400,"    8400000","9",2017,50
"The Green Inferno","BH Tilt",7663500,3806,7663500,"     500000","6",2015,39
"The Green Prince","MBox",291600,131,288400,"         NA","9",2014,37
"The Guardians","MBox",172500,87,172300,"         NA","9",2018,18
"The Guest (2014)","PH",371800,131,367300,"         NA","5",2014,37
"The Gunman","ORF",11921600,7192,11482300,"    4000000","6",2015,12
"The Hacker Wars","Vita.",3900,1,3900,"         NA","1",2014,42
"The Hallow","IFC",8200,9,8200,"         NA","2",2015,45
"The Handmaiden","Magn.",2084200,691,2104400,"         NA","9",2016,43
"The Happys","Indic.",20900,14,20900,"         NA","6",2018,11
"The Hateful Eight","Wein.",58268800,12944,58351500,"    4400000","9",2015,52
"The Heart of Nuba","Abr.",34600,16,37300,"         NA","9",2018,14
"The Hero","Orch.",4231000,1813,4231500,"         NA","9",2017,23
"The Hero of Color City","Magn.",35900,76,35900,"         NA","4",2014,40
"The Himalayas","CJ",747300,115,748800,"         NA","7",2015,51
"The Hitman's Bodyguard","LG/S",78298900,20672,76760500,"    3000000","9",2017,33
"The Hobbit: The Battle of the Five Armies","WB (NL)",288101400,25498,291196000,"         NA","9",2014,50
"The Hollars","SPC",1100800,796,1072500,"         NA","9",2016,35
"The Hollow","Uncork'd",4000,12,4000,"         NA","3",2016,41
"The Homeless Billionaire","Hann.",41900,1,41900,"         NA","1",2016,25
"The Homesman","Saban",2722300,865,2774100,"         NA","9",2014,46
"The Homestretch","KF",19900,1,19900,"         NA","1",2014,37
"The Hornet's Nest","Free",7500,6,358800,"         NA","9",2014,26
"The House","WB (NL)",26558700,9084,26558600,"    4000000","9",2017,26
"The House of Tomorrow","Shout!",35400,22,35400,"         NA","5",2018,17
"The Human Centipede 3 (Final Sequence)","IFC",15600,25,15800,"         NA","2",2015,21
"The Hundred-Foot Journey","BV",62160700,15189,60579800,"    2200000","9",2014,32
"The Hunger Games: Mockingjay - Part 1","LGF",377538300,30032,384883000,"   12500000","9",2014,47
"The Hunger Games: Mockingjay - Part 2","LGF",300362900,25499,304380000,"   16000000","9",2015,47
"The Hunting Ground","RTWC",446800,168,456100,"         NA","9",2015,8
"The Huntsman: Winter's War","Uni.",51388800,15361,52711800,"   11500000","9",2016,17
"The Hurricane Heist","ENTMP",6187800,4878,6127000,"    3500000","9",2018,10
"The Identical","Free",3244100,3296,3244100,"         NA","3",2014,36
"The Imitation Game","Wein.",103811700,18430,103083000,"         NA","9",2014,48
"The Immigrant","Wein.",125200,61,2323600,"         NA","7",2014,26
"The Immortalists","Gathr",10500,15,10700,"         NA","9",2014,47
"The Infiltrator","BG",16815300,5806,16809500,"         NA","9",2016,28
"The Innocents","MBox",1160600,435,1153900,"         NA","9",2016,27
"The Insanity of God","LifeWay",952900,531,952900,"         NA","-",2016,35
"The Insult","Cohen",1012500,324,989600,"         NA","9",2018,2
"The Intern","WB",80731300,19850,81857600,"    3500000","9",2015,39
"The Internet's Own Boy","FB/Part.",52900,18,54900,"         NA","3",2014,26
"The Intervention","Gold.",35900,17,35900,"         NA","1",2016,35
"The Interview (2014)","Sony",6899800,1928,6926700,"         NA","4",2014,51
"The Invitation","Drft.",246000,116,246100,"         NA","9",2016,15
"The Iron Ministry","Icar.",3500,5,3400,"         NA","2",2015,34
"The Island (2018)","WGUSA",393400,40,393400,"         NA","1",2018,32
"The Jazz Funeral","Indic.",7500,3,7400,"         NA","2",2017,10
"The Jewish Cardinal","FM",3800,6,152800,"         NA","30",2014,26
"The Journey","IFC",161300,100,161400,"         NA","7",2017,24
"The Judge","WB",52630900,14313,53792700,"    5000000","9",2014,41
"The Judge (2018)","IWF",22100,13,22000,"         NA","7",2018,15
"The Jungle Book (2016)","BV",386658600,33513,396508900,"   17500000","9",2016,16
"The Keeping Room","Drft.",NA,41,28900,"         NA","9",2015,39
"The Kill Team","Osci.",21700,11,21800,"         NA","8",2014,30
"The Killing of a Sacred Deer","A24",2314300,600,2314400,"         NA","9",2017,42
"The Kind Words","Strand",146700,53,147100,"         NA","9",2016,26
"The King's Case Note","CJ",94200,24,94200,"         NA","7",2017,17
"The King's Choice","Gold.",114000,49,113500,"         NA","8",2017,38
"The King (2018)","Osci.",244100,153,244000,"         NA","8",2018,25
"The King and the Mockingbird","Rialto",29100,13,29600,"         NA","8",2014,47
"The Lady in the Car with Glasses and a Gun","Magn.",2200,7,2300,"         NA","5",2015,51
"The Lady in the Van","SPC",10813500,3319,10641000,"         NA","9",2015,49
"The Land","IFC",47700,23,47700,"         NA","4",2016,31
"The Last - Naruto the Movie","Elev.",598700,86,598700,"         NA","5",2015,8
"The Last 5 Years","RTWC",166000,64,166000,"         NA","3",2015,7
"The Last Dalai Lama?","Mats.",150200,102,147000,"         NA","9",2017,27
"The Last Film Festival","Mont.",3800,15,3800,"         NA","8",2016,39
"The Last King","Magn.",9500,4,9500,"         NA","2",2016,25
"The Last Man on the Moon","Grav.",56700,47,55700,"         NA","6",2016,9
"The Last Movie Star","A24",14300,10,14200,"         NA","3",2018,13
"The Last of Robin Hood","Gold.",331000,141,331000,"         NA","3",2014,35
"The Last Princess","CJ",31900,2,31900,"         NA","2",2016,37
"The Last Sentence","MBox",55300,29,71700,"         NA","9",2014,26
"The Last Shaman","Abr.",18400,9,18500,"         NA","4",2017,19
"The Last Suit","OutF",60500,12,59700,"         NA","2",2018,12
"The Last Witch Hunter","LG/S",29160500,11140,29160700,"    9000000","9",2015,43
"The Last Women Standing","CL",174100,47,174100,"         NA","3",2015,45
"The Last Word","BST",1863600,1062,1847200,"         NA","9",2017,9
"The Lazarus Effect","Rela.",29369400,10356,28991600,"     330000","9",2015,9
"The Legend of Tarzan","WB",137953300,17135,137953100,"   18000000","9",2016,27
"The LEGO Batman Movie","WB",184249900,26629,182034200,"    8000000","9",2017,6
"The LEGO Movie","WB",1040500,1336,295723000,"    6000000","30",2014,26
"The LEGO Ninjago Movie","WB",60528600,20524,59862700,"         NA","9",2017,38
"The Leisure Seeker","SPC",3208500,1531,3188600,"         NA","8",2017,50
"The Lesson","FM",10000,6,9700,"         NA","8",2015,9
"The Letters","Free",1755600,1706,1779900,"         NA","8",2015,49
"The Levelling","Mont.",NA,11,3000,"         NA","6",2017,12
"The Liberator","Cohen",109700,77,109700,"         NA","1",2014,40
"The Light Between Oceans","BV",13651700,5045,13231100,"    2000000","9",2016,36
"The Lion in Winter (2016 re-release)","Rialto",17600,4,17600,"         NA","2",2016,51
"The Little Bedroom","CLS",8300,4,8300,"         NA","2",2014,39
"The Little Death","Magn.",20500,11,20500,"         NA","7",2015,26
"The Little Hours","G&S",1710000,601,1707100,"         NA","9",2017,26
"The Little Prince","EOne",1441900,906,1420700,"         NA","9",2016,7
"The Living","Mont.",NA,13,6200,"         NA","8",2015,14
"The Lobster (Canada Release)","Mon",399800,105,398300,"         NA","9",2016,13
"The Lobster (US Release)","A24",9278400,2332,9477400,"         NA","9",2016,20
"The Lodgers","EpicPics",7300,19,7400,"         NA","2",2018,8
"The Loft","ORF",6852800,4028,6852800,"         NA","4",2015,5
"The Longest Ride","Fox",40340600,15167,42075800,"    3400000","9",2015,15
"The Look of Silence","Drft.",122200,108,116900,"         NA","9",2015,29
"The Looking Glass","FRun",1800,3,1800,"         NA","4",2015,43
"The Lost Arcade","26 Aries",10400,1,10400,"         NA","1",2016,33
"The Lost City of Z","BST",8887100,3507,8906800,"         NA","9",2017,15
"The Love Witch","Osci.",221100,117,238500,"         NA","9",2016,46
"The Lovers","A24",2271700,1116,2276600,"         NA","9",2017,18
"The Lovers and the Despot","Magn.",59300,38,58500,"         NA","6",2016,39
"The Loving Story (2016 re-release)","Icar.",1700,4,3200,"         NA","5",2016,47
"The Lucky Man","Indic.",39100,20,25300,"         NA","-49",2017,1
"The Lunchbox","SPC",98600,74,4858900,"         NA","29",2014,26
"The Lure","Jan.",106300,38,105300,"         NA","9",2017,4
"The Mafia Only Kills in Summer","Distrib.",39000,22,38800,"         NA","9",2015,10
"The Magnificent Seven (2016)","Sony",100106500,19000,98513700,"    9000000","9",2016,39
"The Man From U.N.C.L.E.","WB",51028900,15553,50389700,"    7500000","9",2015,33
"The Man in 3B","Free",310700,114,310600,"         NA","7",2015,45
"The Man Who Invented Christmas","BST",5732600,3262,5744700,"         NA","9",2017,46
"The Man Who Knew Infinity","IFC",4113500,1406,4212100,"         NA","9",2016,18
"The Map Against the World","CJ",37100,11,37100,"         NA","3",2016,37
"The Marseille Trilogy","Jan.",18500,2,26000,"         NA","4",2017,1
"The Martian","Fox",243445700,31251,246804200,"   10800000","9",2015,40
"The Masked Saint","Free",197400,508,197400,"         NA","2",2016,2
"The Mayor","WGUSA",100200,39,100200,"         NA","4",2017,17
"The Maze Runner","Fox",115643400,22402,116934300,"    3400000","9",2014,38
"The Measure of a Man","KL",119500,43,122400,"         NA","9",2016,16
"The Meddler","SPC",4195000,1683,4648300,"         NA","9",2016,19
"The Meg","WB",61874800,4118,61874800,"   13000000","1",2018,32
"The Mermaid (Mei ren yu)","Sony",3492400,355,3483600,"         NA","7",2016,8
"The Messenger (2015)","KL",3200,3,72000,"         NA","12",2016,17
"The Midwife","MBox",626100,292,609500,"         NA","9",2017,29
"The Mind of Mark DeFriest","CDF",11500,8,11400,"         NA","2",2015,10
"The Miracle Season","Mirr/LD",10110600,5809,10110600,"         NA","9",2018,14
"The Misandrists","Cartilage",25900,20,25800,"         NA","8",2018,21
"The Miseducation of Cameron Post","FR",263500,27,263500,"         NA","2",2018,31
"The Monkey King 2 in 3D","CL",767200,107,765800,"         NA","9",2016,6
"The Monkey King 3","WGUSA",189300,51,189300,"         NA","3",2018,7
"The Monster (2016)","A24",13200,21,13200,"         NA","2",2016,46
"The Most Unknown","Abr.",11900,4,12000,"         NA","4",2018,20
"The Mountain Between Us","Fox",30645900,13371,30646100,"    3500000","9",2017,40
"The Mummy (2017)","Uni.",83116200,14566,83282500,"   12500000","9",2017,23
"The Music of Strangers","Orch.",1274900,567,1269100,"         NA","9",2016,24
"The Mystery of Happiness","Strand",9600,6,9500,"         NA","8",2014,37
"The Neon Demon","BG",1425800,1007,1452200,"         NA","6",2016,26
"The New Girlfriend","Cohen",159600,76,156400,"         NA","4",2015,38
"The New Rijksmuseum","FRun",45500,33,45000,"         NA","9",2015,25
"The New Year's Eve of Old Lee","CL",27400,9,27400,"         NA","2",2016,7
"The Nice Guys","WB",38533300,10318,39500200,"    5000000","9",2016,21
"The Night Before","Sony",45870100,12879,46509200,"    2500000","8",2015,47
"The Night of the Shooting Stars (Re-issue)","Cohen",2000,1,2000,"         NA","-",2015,32
"The Nightmare","Grav.",31500,31,31600,"         NA","3",2015,23
"The Nile Hilton Incident","Strand",84000,37,81900,"         NA","9",2017,32
"The Notebook (2014)","SPC",75000,89,74300,"         NA","9",2014,35
"The November Man","Rela.",28693100,13200,28330900,"         NA","9",2014,34
"The Nut Job 2: Nutty by Nature","ORF",29450900,16169,29450700,"    4000000","7",2017,32
"The Office","CL",70100,26,67200,"         NA","2",2015,38
"The Old Dark House (2017 re-issue)","Cohen",25900,1,25900,"         NA","1",2017,43
"The One I Love","RTWC",588400,280,573500,"         NA","8",2014,34
"The One I Wrote For You","Abr.",65800,49,65800,"         NA","1",2014,49
"The Ones Below","Magn.",13300,7,13300,"         NA","3",2016,22
"The Only Living Boy in New York","RAtt.",648200,548,648100,"         NA","7",2017,32
"The Ornithologist","Strand",52400,33,52400,"         NA","9",2017,25
"The Oscar Nominated Short Films 2017","Shrts.",2973200,827,2973300,"         NA","7",2017,6
"The Oscar Nominated Short Films 2018","Shrts.",3550800,1038,3550900,"         NA","6",2018,6
"The Other Man: F.W. de Klerk and the End of Apartheid in South Africa","FRun",2000,1,2000,"         NA","1",2015,6
"The Other One","Indic.",1000,1,18900,"         NA","3",2015,40
"The Other Side","FM",7800,7,8800,"         NA","7",2016,21
"The Other Side of Everything","Icar.",2200,4,2200,"         NA","4",2018,28
"The Other Side of Hope","Jan.",185600,47,186200,"         NA","9",2017,48
"The Other Side of the Door","Fox",3240300,1477,3185900,"         NA","6",2016,10
"The Other Woman (2014)","Fox",767600,568,96269400,"    4000000","16",2014,26
"The Ottoman Lieutenant","Pala.",252700,249,252700,"         NA","2",2017,10
"The Outcasts","Swen",1500,11,1500,"         NA","1",2017,15
"The Overnight","Orch.",1247800,624,1247800,"         NA","9",2015,25
"The Overnighters","Drft.",124000,116,126400,"         NA","9",2014,41
"The Pardon","Mont.",9900,10,9900,"         NA","9",2015,26
"The Paris Opera","FM",56000,39,56100,"         NA","9",2017,41
"The Party (2017)","RAtt.",757700,456,741000,"         NA","9",2018,7
"The Passion of Joan of Arc (2017 re-release)","Jan.",22100,2,22100,"         NA","2",2017,47
"The Passionate Thief (2014 re-release)","Rialto",26200,4,34000,"         NA","18",2014,49
"The Past is a Grotesque Animal","Osci.",4600,6,23000,"         NA","2",2014,26
"The Pathological Optimist","TFA",6600,1,6600,"         NA","1",2017,39
"The Peanuts Movie","Fox",138736400,22130,140647300,"    9900000","9",2015,45
"The People vs. Fritz Bauer","Cohen",314200,104,314200,"         NA","6",2016,34
"The Perfect Guy","SGem",63328000,9960,60763700,"    1200000","9",2015,37
"The Perfect Match","LGF",10435500,3107,10267600,"         NA","7",2016,11
"The Phone","CJ",42100,12,42100,"         NA","2",2015,45
"The Pirates","WGUSA",459600,61,449400,"         NA","4",2014,36
"The Pit (2016 re-release)","KL",600,2,600,"         NA","1",2016,40
"The Pleasures of Being Out of Step","FRun",9200,10,14700,"         NA","7",2014,26
"The Polar Express (2016 re-issue)","WB",182500,147,798800,"         NA","7",2016,51
"The Polar Express (2017 re-release)","WB",872800,0,872700,"         NA","6",2017,46
"The Post","Fox",82878300,15989,82629300,"    5000000","9",2017,51
"The Preppie Connection","IFC",7700,2,7700,"         NA","1",2016,12
"The President","Crnth",8000,1,8000,"         NA","1",2016,23
"The Priests","CJ",197200,34,197200,"         NA","4",2015,48
"The Princess and the Matchmaker","CJ",79900,14,79800,"         NA","3",2018,10
"The Princess of France","CGld",5900,2,5800,"         NA","3",2015,26
"The Principle","RM",100600,17,96400,"         NA","8",2014,43
"The Prison","WGUSA",215000,43,214900,"         NA","5",2017,13
"The Professor: Tai Chi's Journey West","FRun",3000,3,3000,"         NA","3",2016,19
"The Program (2016)","EOne",NA,23,13900,"         NA","9",2016,12
"The Promise (2017)","ORF",8518300,4943,8518300,"    9000000","4",2017,16
"The Pulitzer at 100","FRun",4700,1,4700,"         NA","1",2017,29
"The Purge: Anarchy","Uni.",82102200,10909,82102100,"     900000","9",2014,29
"The Purge: Election Year","Uni.",86287500,10828,86280600,"    1000000","9",2016,27
"The Pyramid","Fox",3080600,1262,3146700,"         NA","8",2014,49
"The Quay Brothers in 35mm","Zeit.",57400,8,55300,"         NA","9",2015,34
"The Quest of Alain Ducasse","Magn.",9500,7,9500,"         NA","3",2018,23
"The Quitter","OGP",9800,1,9800,"         NA","1",2014,37
"The Railway Man","Wein.",54500,63,5092100,"         NA","14",2014,26
"The Recall","Free",23800,42,23800,"         NA","3",2017,22
"The Red Turtle","SPC",965700,554,954900,"         NA","9",2017,3
"The Remaining","Triu",1289500,289,1266200,"         NA","6",2014,36
"The Resurrection of Gavin Stone","BH Tilt",2415900,1887,2415900,"         NA","3",2017,3
"The Retrieval","Vari.",500,1,56100,"         NA","16",2014,39
"The Revenant","Fox",198368400,28255,196965100,"   13500000","9",2015,52
"The Rider","SPC",2347600,957,2347500,"         NA","9",2018,15
"The Riot Club","IFC",6500,9,6500,"         NA","3",2015,13
"The Road Movie","Osci.",36200,37,36200,"         NA","4",2018,3
"The Rocket (2014)","KL",1600,2,65200,"         NA","19",2014,26
"The Romans","Indic.",18900,18,20700,"         NA","9",2016,22
"The Rover","A24",269700,318,1278600,"    1200000","9",2014,26
"The Ruins of Lifta","FRun",12400,3,12200,"         NA","5",2016,39
"The Sacrament","Magn.",700,2,10600,"         NA","4",2014,26
"The Sacrifice","KL",23500,5,23900,"         NA","4",2014,45
"The Sacrifice (2017 re-release)","KL",NA,25,61400,"         NA","8",2017,42
"The Salesman","Cohen",2506300,691,2476500,"         NA","9",2017,4
"The Salt of the Earth","SPC",1377800,491,1508800,"         NA","9",2015,12
"The Salvation","IFC",47900,37,45700,"         NA","5",2015,9
"The Sandlot (25th Anniversary)","Fathom",528100,438,528100,"         NA","1",2018,29
"The Sea of Trees","A24",22300,106,22300,"         NA","3",2016,35
"The Seagull","SPC",1238300,682,1238300,"         NA","9",2018,19
"The Search for General Tso","IFC",43600,32,47300,"         NA","6",2015,1
"The Seasons in Quincy: Four Portraits of John Berger","Icar.",24100,8,23700,"         NA","9",2016,35
"The Second Best Exotic Marigold Hotel","FoxS",37305000,10142,37167900,"    1000000","9",2015,10
"The Second Mother","Osci.",415100,197,401700,"         NA","9",2015,35
"The Secret in their Eyes (2015)","STX",21504000,9016,21803000,"    1950000","8",2015,47
"The Secret Life of Pets","Uni.",401148200,35351,397037300,"    7500000","9",2016,28
"The Sense of an Ending","CBS",1335000,609,1320000,"         NA","4",2017,10
"The Settlers (2017)","Mats.",43400,19,43000,"         NA","9",2017,9
"The Seven Five","IFC",43800,11,43800,"         NA","3",2015,19
"The Seventh Fire","FM",32700,19,31800,"         NA","8",2016,30
"The Shack","LG/S",60094400,15555,59438200,"         NA","9",2017,9
"The Shallows","Sony",59326300,11298,60047000,"    1700000","9",2016,26
"The Shape of Water","FoxS",64592000,15392,64312200,"         NA","9",2017,48
"The Signal (2014)","Focus",131500,230,689400,"         NA","5",2014,26
"The Sisterhood of Night","Free",7400,10,7400,"         NA","1",2015,15
"The Skeleton Twins","RAtt.",5935000,1678,5901900,"         NA","9",2014,37
"The Skyjacker's Tale","Strand",6500,8,6500,"         NA","9",2017,26
"The Snowman","Uni.",6765800,4071,6765700,"    3500000","5",2017,42
"The Son of Bigfoot","VPD",257200,154,257200,"         NA","9",2018,13
"The Son of Joseph","KL",11900,9,31700,"         NA","27",2017,10
"The Song","Gold.",1127600,691,1127600,"         NA","4",2014,39
"The Space Between Us","STX",8268800,5994,8268900,"    3000000","4",2017,5
"The SpongeBob Movie: Sponge Out of Water","Par.",185857300,25768,182201300,"    7400000","9",2015,6
"The Spy Gone North","CJ",67900,2,67900,"         NA","1",2018,32
"The Spy Who Dumped Me","LGF",27060000,6222,27059900,"    4000000","2",2018,31
"The Square","Magn.",1517700,591,1520400,"         NA","9",2017,43
"The Stanford Prison Experiment","IFC",627300,279,730000,"         NA","9",2015,29
"The Star","Sony",41256300,15509,41343400,"    2000000","9",2017,46
"The Strange Color of Your Body's Tears","Strand",NA,17,8000,"         NA","9",2014,35
"The Strange Little Cat","KS",6800,1,6800,"         NA","1",2014,31
"The Stray","Purd.",1595000,1379,1594900,"         NA","9",2017,40
"The Student","UTMW",500,0,600,"         NA","3",2017,17
"The Student and Mr. Henri","Distrib.",800,1,800,"         NA","1",2016,34
"The Suicide Theory","Free",7200,10,7200,"         NA","1",2015,28
"The Summer of Sangaile","Strand",4100,6,4800,"         NA","8",2015,49
"The Sunshine Makers","FR",10500,9,10500,"         NA","3",2017,3
"The Swan","Synergetic",1200,1,1200,"         NA","1",2018,32
"The Swindlers","WGUSA",244200,56,244300,"         NA","4",2017,48
"The Taking of Tiger Mountain","WGUSA",260100,29,260100,"         NA","4",2015,1
"The Tale of The Princess Kaguya","GK",788600,295,802800,"         NA","9",2014,42
"The Tales of Hoffmann (2015 re-issue)","Rialto",102800,17,102700,"         NA","8",2015,11
"The Teacher","FM",66400,35,65100,"         NA","9",2017,34
"The Tenth Man","KL",68800,23,67000,"         NA","7",2016,31
"The Texture of Falling","BloodSweatHo",2000,0,1900,"         NA","3",2018,22
"The Theory of Everything","Focus",40449000,11237,40899700,"    1500000","9",2014,45
"The Third Man (2015 re-release)","Rialto",502300,128,483500,"         NA","9",2015,26
"The Third Murder","FM",62400,21,62400,"         NA","4",2018,29
"The Thousand Faces Of Dunjia","WGUSA",125500,33,125700,"         NA","3",2017,50
"The Tiger Hunter","Shout!",64500,67,63000,"         NA","3",2017,38
"The Tower (2014)","MBox",1200,1,1200,"         NA","1",2014,45
"The Transfiguration","Strand",NA,34,22900,"         NA","8",2017,14
"The Transporter Refueled","EC",17988500,9222,17568600,"         NA","9",2015,36
"The Treasure","SDS",52600,18,52400,"         NA","6",2016,2
"The Tribe","Drft.",169000,85,168900,"         NA","9",2015,25
"The Trip to Italy","IFC",3272700,988,3204000,"         NA","9",2014,33
"The Trip to Spain","IFC",1199400,570,1169000,"         NA","9",2017,32
"The Trouble with Terkel (2017)","Indic.",115600,40,114200,"         NA","9",2017,5
"The Two Faces of January","Magn.",566800,293,566800,"         NA","9",2014,39
"The Uncondemned","Abr.",15100,5,15200,"         NA","3",2016,43
"The Unknown Girl","IFC",154900,95,152000,"         NA","8",2017,36
"The Unknown Known","RTWC",600,1,317200,"         NA","13",2014,26
"The Unknowns","Gathr",54600,40,55600,"       1500","8",2016,22
"The Untamed","Strand",28600,25,27900,"         NA","8",2017,29
"The Vatican Tapes","LGF",2005400,972,2005400,"         NA","4",2015,30
"The Vault","FR",5900,11,5900,"         NA","1",2017,35
"The Vigilante Diaries","Anch.",2100,2,2100,"         NA","1",2016,26
"The Villainess","WGUSA",28800,22,28000,"         NA","9",2017,34
"The Visit","Uni.",72023000,15855,69378000,"     500000","9",2015,37
"The Void","Scre.",156300,97,156400,"         NA","8",2017,14
"The Wailing (Goksung)","WGUSA",753800,129,856900,"         NA","9",2016,23
"The Walk","TriS",10750000,6246,10750000,"    3500000","5",2015,39
"The Wall","RAtt.",1867500,1154,1867500,"         NA","6",2017,19
"The Wanderers (2016 re-release)","KL",15300,19,15300,"         NA","5",2016,45
"The Wanted 18","KL",6400,4,6100,"         NA","5",2015,25
"The Wasted Times","CL",325800,39,403600,"         NA","4",2016,51
"The Water Diviner","WB",4509000,1688,4698300,"    2250000","9",2015,17
"The Watermelon Woman (20th Anniversary / 2K HD Restoration)","FRun",2100,2,2100,"         NA","1",2016,45
"The Wave","Magn.",191500,120,188400,"         NA","9",2016,10
"The Way He Looks","Strand",113600,51,115800,"         NA","9",2014,45
"The Wedding Party 2: Destination Dubai","IronFlix",10600,2,10600,"         NA","1",2018,6
"The Wedding Plan","RAtt.",1463000,511,1466200,"         NA","9",2017,19
"The Wedding Ringer","SGem",73523800,14866,73377900,"    2300000","9",2015,3
"The Wild Life (2016)","LG/S",8713500,6731,8498800,"         NA","5",2016,37
"The Winding Stream","Argo.",33500,12,33200,"         NA","8",2015,50
"The Witch","A24",27142600,8396,26693700,"     400000","9",2016,8
"The Witness","FR",165700,59,170800,"         NA","9",2016,23
"The Witness (Wo shi zheng ren)","CL",443200,89,443200,"         NA","3",2015,44
"The Wolfpack","Magn.",1462400,498,1455200,"         NA","9",2015,24
"The Woman in Black 2: Angel of Death","Rela.",30254600,7669,30254600,"         NA","9",2015,1
"The Woman Who Left","KL",4000,2,4100,"         NA","4",2017,20
"The Women's Balcony","Men.",1242900,372,1227500,"         NA","9",2017,9
"The Wonders","Osci.",78300,50,79300,"         NA","9",2015,44
"The Work","Orch.",5900,2,5900,"         NA","1",2017,43
"The Workshop","Strand",21800,13,21800,"         NA","7",2018,12
"The World of Kanako","Drft.",17900,32,18000,"         NA","7",2015,49
"The Worst Movie EVER!","DWOES",3100,2,27100,"         NA","46",2015,9
"The Wound","KL",16000,9,31000,"         NA","32",2017,32
"The Wrecking Crew","Magn.",879800,396,900700,"         NA","9",2015,11
"The Wrong Light","CGld",6900,1,6900,"         NA","1",2017,28
"The Yes Men Are Revolting","Orch.",56500,53,56400,"         NA","7",2015,24
"The Young & Prodigious T.S. Spivet","Wein.",112600,154,112500,"         NA","5",2015,31
"The Young Karl Marx","Orch.",126700,76,124200,"         NA","9",2018,8
"The Young Messiah","Focus",6988700,4652,6900900,"         NA","6",2016,11
"The Zero Theorem","Ampl.",291700,150,287800,"         NA","5",2014,38
"The Zookeeper's Wife","Focus",18199900,6155,18199900,"         NA","9",2017,13
"Theeb","FM",303200,258,300500,"         NA","9",2015,45
"Their Finest","STX",3732400,1585,3732300,"         NA","9",2017,14
"Thelma","Orch.",148700,145,149200,"         NA","9",2017,45
"Theo Who Lived","Zeit.",10800,3,10900,"         NA","2",2016,41
"Therapy for a Vampire","MBox",32300,22,32800,"         NA","6",2016,24
"There's No Place Like Utopia","RM",47100,2,47100,"         NA","2",2014,29
"They are We","Icar.",1000,1,1000,"         NA","1",2015,26
"They Call Us Monsters","Mats.",27400,16,27300,"         NA","5",2017,2
"They Will Have to Kill Us First","BBC",6400,2,6400,"         NA","1",2016,10
"Things To Come","IFC",371700,138,403200,"         NA","9",2016,49
"Think Like a Man Too","SGem",31370900,5780,74701600,"    2400000","8",2014,26
"Third Person","SPC",1107900,577,1171800,"         NA","9",2014,26
"Thirst Street","Gold.",9300,10,9200,"         NA","8",2017,38
"This Ain't No Mouse Music!","Argo.",39500,14,38800,"         NA","4",2014,38
"This Changes Everything","Abr.",17800,1,17800,"         NA","1",2015,40
"This is Congo","Abr.",7000,2,7000,"         NA","1",2018,26
"This Is Not What I Expected","WGUSA",349700,83,350500,"         NA","8",2017,18
"This is Our Land","Distrib.",11400,4,11400,"         NA","2",2018,14
"This is Where I Leave You","WB",38777100,11391,38304400,"    1980000","9",2014,38
"This Isn't Funny","CFF",6000,1,6000,"         NA","1",2015,45
"This Last Lonely Place","Indic.",22000,18,21500,"         NA","9",2016,33
"Thor: Ragnarok","BV",318157500,25791,318841700,"   18000000","9",2017,44
